,City1,City2,Distance (km)
12794699,240810,241010,54.849316686685334
8523580,230440,241020,263.48886072305027
12794768,240810,241025,194.26192726488256
12795807,240810,241030,66.42800904364185
12794863,240810,241040,53.874338409795996
8523738,230440,241050,277.30263959674056
8523739,230440,241060,277.48642553328193
8523789,230440,241070,254.3699506979831
8523791,230440,241080,283.0073526672838
12794965,240810,241090,68.97806330959568
8523902,230440,241100,236.0554973831532
8524871,230440,241105,189.44637074642256
12795103,240810,241110,81.90558947520984
12795176,240810,241120,102.64198709290733
12795324,240810,241140,162.29289841799212
12795330,240810,241142,200.98784789462204
12795347,240810,241150,65.18571655806751
12795399,240810,241160,114.6936213243914
12795403,240810,241170,115.32089237517098
12795446,240810,241180,229.2474698998619
8524296,230440,241190,254.78516216633983
12795479,240810,241200,14.064392745510517
12795535,240810,241210,244.0118556628047
12795567,240810,241220,31.907413809128688
12795578,240810,241230,80.40655685645164
12795600,240810,241240,198.75443949236447
8524472,230440,241250,276.50199140469766
12795651,240810,241255,88.86575842790619
12795666,240810,241260,63.661776912532616
12795667,240810,241270,49.500560963997586
12795686,240810,241280,185.7646157621944
12795723,240810,241290,99.29566717454804
12795730,240810,241300,170.79760651479594
12795777,240810,241310,61.313168312778934
12795779,240810,241320,41.18513036769439
12795810,240810,241330,89.04459627537166
12795811,240810,241335,213.37189651896728
12795819,240810,241340,261.6873591919211
12795832,240810,241350,63.70359903575882
8524666,230440,241355,274.0658365961174
8524683,230440,241360,238.06818868282866
12795880,240810,241370,86.14589498664218
8524757,230440,241380,251.26855358940387
12795940,240810,241390,47.12885448986581
12795950,240810,241400,80.08908232238723
8524840,230440,241410,307.45117435616305
12796009,240810,241415,171.8534770546693
12796040,240810,241420,45.97644657585984
12796046,240810,241430,241.09764384099867
12796076,240810,241440,71.97347772390471
12796113,240810,241445,219.1327888803766
8525010,230440,241450,264.4095073687486
12796197,240810,241460,229.12196098948846
12796255,240810,241470,64.43322500450437
8525104,230440,241475,289.5570535250996
12796276,240810,241480,37.67110691659829
8525135,230440,241490,260.4669919154792
12796315,240810,241500,59.548838083317
8524366,230440,250070,334.342469895606
1594260,280030,250090,476.13329122440166
1594271,280030,250100,506.04062099551555
1594287,280030,250110,463.76362514189753
1594290,280030,250115,421.8916651117842
1594291,280030,250120,447.11396617649586
1594308,280030,250130,402.8171197378099
1594332,280030,250135,428.28796461184584
1594374,280030,250140,524.0343928034754
1594398,280030,250150,489.123166207393
1594416,280030,250153,483.4873927264046
1594432,280030,250157,395.1337251211192
1594431,280030,250160,478.79979720999313
1594435,280030,250170,361.1340412055924
1594487,280030,250180,481.9653437652393
1594501,280030,250190,493.63281895251964
1594504,280030,250200,527.7829158275182
1594530,280030,250205,522.4254506185204
1594559,280030,250210,408.8468888466672
1594563,280030,250215,415.51835097197994
1594598,280030,250220,487.003574156316
1594623,280030,250230,505.5677808659922
1594638,280030,250240,430.1623045256399
1594640,280030,250250,394.1646738850867
8521783,230440,250260,386.6736758964455
1594648,280030,250270,483.630843637652
1594691,280030,250280,510.0147293236132
1594693,280030,250290,511.4751451527795
1594737,280030,250300,445.94421895427786
1594740,280030,250310,389.8310456876371
1594745,280030,250320,500.6429496422472
1594768,280030,250330,478.1128140143523
1594778,280030,250340,421.29870030142916
1594779,280030,250350,495.55391123785773
1594780,280030,250355,411.6321672105032
1594804,280030,250360,508.53777374134444
1594815,280030,250370,476.9651698811706
1594817,280030,250375,446.42401153525185
1594826,280030,250380,464.4187757613846
1594837,280030,250390,337.3203336402252
1594866,280030,250400,430.45684993385623
1594984,280030,250403,490.5980685248857
1595021,280030,250407,360.13925783661733
1595069,280030,250410,452.9579528193927
1595086,280030,250415,479.2698937740911
1595109,280030,250420,425.45153338753516
1595111,280030,250430,513.4488164001554
1595118,280030,250435,404.6880913361303
1595244,280030,250440,405.18954015618
1595269,280030,250450,449.88123215750136
1595271,280030,250460,470.6452663749586
1595278,280030,250470,349.64077100719
1595307,280030,250480,444.2016333631826
1595363,280030,250485,368.8153249625488
1595395,280030,250490,472.33226944632594
1595410,280030,250500,456.1127203368838
1595412,280030,250510,503.0635771788268
1595414,280030,250520,478.0216234431491
1595413,280030,250523,487.1313948335549
1595433,280030,250527,505.87072683405773
1595436,280030,250530,395.54269793311704
1595447,280030,250535,492.34562311831945
1595467,280030,250540,402.7683449100787
12796341,240810,250550,282.0898064558975
1595472,280030,250560,409.7749607409534
1595530,280030,250570,503.1909311014162
1595553,280030,250580,503.45235358920314
1595574,280030,250590,429.53781270807406
1595614,280030,250600,452.04144497832124
1595655,280030,250610,420.3295510595253
8521503,230440,250620,377.40145862095613
1595794,280030,250625,395.5551590149573
1595920,280030,250630,483.605234210598
1595967,280030,250640,458.0963188936424
1595968,280030,250650,411.93121385092144
1596013,280030,250660,408.64961855849117
1596095,280030,250670,394.3991882626437
1596122,280030,250680,434.1616268712347
1596203,280030,250690,441.0802614231227
8522034,230440,250700,401.02799273467997
1596314,280030,250710,496.6277928660806
1596339,280030,250720,422.51377820611526
8522113,230440,250730,483.3286204530536
8522214,230440,250740,325.04650178528215
1596515,280030,250750,486.3343825071446
11085863,250750,250760,77.97969246870028
11085866,250750,250770,189.35971484351606
11085881,250750,250780,204.88188005736285
11085896,250750,250790,48.99142010609533
11085897,250750,250800,328.69899492704934
8522322,230440,250810,326.5561691884663
11085931,250750,250820,74.51376521115802
11085956,250750,250830,108.77094110146601
8522390,230440,250840,312.833276116282
11086031,250750,250850,231.74641102965114
11086036,250750,250855,84.55919938312029
11086046,250750,250860,23.659522634287345
11086096,250750,250870,283.7265672382142
11086119,250750,250880,294.34756853366906
11086120,250750,250890,42.24773302134255
11781892,270430,250900,343.83528965587186
11086179,250750,250905,42.03725202271187
11086192,250750,250910,50.46682461851877
8522614,230440,250915,346.5452567998062
11086233,250750,250920,101.92095631539642
11086241,250750,250930,61.29945648168956
11086252,250750,250933,99.61858373795249
11086256,250750,250937,322.5777386238308
11086268,250750,250939,274.8417827930604
11086352,250750,250940,70.8679607124598
11086371,250750,250950,120.87155123421878
8522795,230440,250960,387.80616200603356
11782170,270430,250970,249.77809728861715
11086454,250750,250980,66.5116932729873
11086489,250750,250990,95.96522356742427
8522896,230440,251000,356.0772424559212
12794133,240810,251010,133.1713704230565
11782365,270430,251020,351.6019955107596
12794170,240810,251030,166.76669794297416
11086679,250750,251040,317.57093417293765
11086692,250750,251050,152.64071255804538
11086730,250750,251060,258.3676300010489
11086847,250750,251065,198.43823881847973
11086877,250750,251070,240.4544944712409
11086891,250750,251080,266.2317876850451
12794477,240810,251090,281.8341187187788
11086934,250750,251100,355.13297380257575
12794507,240810,251110,176.74164760447175
11086949,250750,251120,40.7019037319267
11087012,250750,251130,338.24698913868787
12794584,240810,251140,150.04534351445633
11087026,250750,251150,45.91715623551613
11087031,250750,251160,87.09197840601081
11087032,250750,251170,79.59155408608831
11087107,250750,251180,78.59266942758488
11087112,250750,251190,39.43597338717313
11087132,250750,251200,132.82083371761826
8523532,230440,251203,298.2924609041254
8523535,230440,251207,316.63194845898147
12794713,240810,251210,307.21633104270626
11087250,250750,251220,252.52833977680191
11783054,270430,251230,328.04026332417004
11087299,250750,251240,120.3669369680872
11087314,250750,251250,117.55817370620761
11087333,250750,251260,251.9956220800713
11087369,250750,251270,105.02410710592027
11086969,250750,251272,71.76721556662788
12794948,240810,251274,97.732875695609
11087385,250750,251275,90.15400890910232
11087388,250750,251276,47.23930284670455
14444635,261160,251278,146.74974014966844
12794962,240810,251280,280.23657691452905
11087488,250750,251290,41.87130679188042
11087553,250750,251300,218.66693005738682
11087556,250750,251310,67.8652274828812
14444845,261160,251315,115.2616504259518
8524009,230440,251320,316.6357414629686
8524043,230440,251330,333.876638889986
11783416,270430,251335,384.3605653301071
12795232,240810,251340,224.02111602360492
11783511,270430,251350,369.4596251483473
11087765,250750,251360,345.1866650264698
8522245,230440,251365,307.7606800595278
11087696,250750,251370,12.271958364824165
11087724,250750,251380,284.64542309365004
11087779,250750,251385,194.2163892559379
12795396,240810,251390,260.3930549729973
12795395,240810,251392,304.407800396068
14445105,261160,251394,177.93150296188162
12795424,240810,251396,324.02520768557963
8524281,230440,251398,325.23750233153015
11087953,250750,251400,186.62470946887672
11783738,270430,251410,215.28839059801757
12795556,240810,251420,351.292467194394
12795565,240810,251430,378.68314236559405
12795566,240810,251440,261.86506946017
11088044,250750,251445,58.12815308393993
8524400,230440,251450,378.318108048085
11783769,270430,251455,336.1575573919804
11088009,250750,251460,269.2052058959441
12795576,240810,251465,243.4848036146531
12795599,240810,251470,206.9717772371911
11088041,250750,251480,216.61006744282943
12795630,240810,251490,244.40508995691607
11088080,250750,251500,40.044936546337084
11088137,250750,251510,110.74871716960835
11783915,270430,251520,219.18309307810745
11088170,250750,251530,40.224281420725205
11088166,250750,251540,173.30718670043456
11088240,250750,251550,202.8460804003604
11088242,250750,251560,79.34970237137964
12795817,240810,251570,383.58491653289315
11088256,250750,251580,90.8267136585399
11088265,250750,251590,90.66999517686554
11088278,250750,251593,75.08923252663516
11088318,250750,251597,41.12889867114594
11088323,250750,251600,97.0650289994441
11088324,250750,251610,165.93629453563528
11088334,250750,251615,158.10277805890124
8524734,230440,251620,339.2132469327193
14445585,261160,251630,225.16152606344693
12795931,240810,251640,91.11179819596244
11088399,250750,251650,216.5237598484582
11784197,270430,251660,326.41535586757203
11088433,250750,251670,263.76520986348675
11088445,250750,251675,195.57377407481584
8524943,230440,251680,317.4849271635058
8525007,230440,251690,311.4981753573338
14445856,261160,251700,94.64438129807183
12796256,240810,251710,225.50672367677544
8525143,230440,251720,311.8639982934976
11784576,270430,251740,231.9820731872712
1594222,280030,260105,410.2027869661826
1594268,280030,260110,528.3572046103632
1594283,280030,260120,277.3123056576628
1594430,280030,260130,316.88457869855966
1594465,280030,260140,311.0990704011233
1594503,280030,260150,287.73774011898604
1594506,280030,260160,317.3277570932575
1594513,280030,260170,295.14886570591403
1594538,280030,260180,312.2318853706693
1594541,280030,260190,328.63287426955634
1594582,280030,260200,469.1605265124686
1594586,280030,260210,197.93835681327485
1594589,280030,260220,382.6839754390992
1594633,280030,260230,308.18840642847294
1594682,280030,260240,216.1403843709653
1594685,280030,260250,396.82159314396364
1594689,280030,260260,316.15610169202654
1594712,280030,260270,402.7871852528396
1594715,280030,260280,254.79089013341564
1594747,280030,260290,368.0436736418484
1594752,280030,260300,363.0295465907
1594775,280030,260310,284.2185792974292
1594791,280030,260320,241.58939073186926
1594823,280030,260330,255.08663239763516
1594833,280030,260340,351.24488710712706
1594842,280030,260345,394.28842313660203
1594854,280030,260350,317.5045911736859
1594918,280030,260360,436.8842510504971
1594951,280030,260370,245.27286613003736
1595003,280030,260380,246.5302670247051
1595058,280030,260390,355.50668130726706
1595062,280030,260392,342.1564520153962
1595067,280030,260400,394.62755378803973
1595071,280030,260410,315.678229877707
1595085,280030,260415,382.03859348235187
1595107,280030,260420,289.9752837253673
1595131,280030,260430,427.81756327902997
1595159,280030,260440,382.00273956673703
1595160,280030,260450,345.5123843056983
1595270,280030,260460,427.79907460221034
1595340,280030,260470,214.82304678692608
1595342,280030,260480,317.92468673853404
1595417,280030,260490,355.9268834593624
1595424,280030,260500,281.94971085876347
1595444,280030,260510,320.2778312553936
1595537,280030,260515,489.52180682911046
1595610,280030,260520,348.4099483386292
1595654,280030,260530,477.86950735848694
1595680,280030,260540,377.81244390250305
1595693,280030,260545,938.787934518948
1595701,280030,260550,434.2662601530251
1595719,280030,260560,353.41071252679126
1595724,280030,260570,304.63667730538793
1595782,280030,260580,353.759199049476
1595799,280030,260590,317.96488482768774
1595803,280030,260600,233.87646517694034
1595836,280030,260610,377.1236083393417
1595842,280030,260620,436.2607107448321
1595882,280030,260630,452.6319382365773
1595887,280030,260640,342.1273055368483
1595999,280030,260650,208.58224595944938
1596020,280030,260660,272.4543319569267
1596030,280030,260670,276.98648926544246
1596068,280030,260680,416.88301682764717
1596078,280030,260690,345.5289538040353
1596107,280030,260700,238.47672672238994
1596124,280030,260710,362.8037288822784
1596161,280030,260720,355.89275475659406
8521891,230440,260730,471.53875614817065
1596221,280030,260740,292.77530343423535
1596236,280030,260750,221.6534605907028
1596087,280030,260760,428.75387844073316
1596262,280030,260765,444.80935425465145
1596290,280030,260770,393.5474065236774
1596304,280030,260775,422.7283196860165
1596324,280030,260780,420.5106468693905
1596381,280030,260790,383.8387837538123
1596451,280030,260795,279.97237921032104
1596472,280030,260800,332.07930403282944
1596476,280030,260805,232.92070788192052
1596507,280030,260810,375.76928952841286
11085844,250750,260820,182.939739669868
11085871,250750,260825,251.16784217592834
11085888,250750,260830,245.9628310654432
11085894,250750,260840,225.65599060831843
11085937,250750,260845,94.82384759157357
11085932,250750,260850,101.92812026018855
1596615,280030,260860,209.22985779155073
11085943,250750,260870,206.48521333163802
1596625,280030,260875,410.8896495671438
11085972,250750,260880,235.52728719304238
11086020,250750,260890,105.49242246338594
11086076,250750,260900,80.428263398257
11086088,250750,260910,95.69066919273284
11781894,270430,260915,222.20087122415794
11781932,270430,260920,97.85451968868632
1597007,280030,260930,360.1145810187404
11086419,250750,260940,113.10066679779574
11086494,250750,260950,79.90837974945985
11086689,250750,260960,99.53397998113013
11086708,250750,260970,106.86245619460851
1597385,280030,260980,377.48663455472274
1597395,280030,260990,471.89550505531446
11782537,270430,261000,110.33687107337275
11782555,270430,261010,97.3927138792827
11782568,270430,261020,115.80480505669892
11782607,270430,261030,130.74305297522332
1597543,280030,261040,417.515532787708
11086880,250750,261050,125.97028668084727
11086904,250750,261060,93.92761451426391
11086912,250750,261070,91.06098307939871
11782696,270430,261080,185.52285829234114
11782770,270430,261090,179.81675907574277
1597681,280030,261100,245.29823149033325
1597683,280030,261110,412.22839954236184
11782896,270430,261120,196.29659740575838
11087148,250750,261130,128.17495721898635
11087281,250750,261140,145.4923458417353
11783094,270430,261150,99.79061611447389
11783100,270430,261153,318.1174409638961
11087354,250750,261160,103.59576773494516
14444632,261160,261170,109.20100473117142
14444649,261160,261180,74.75784205927516
14444704,261160,261190,74.57748154353541
14444787,261160,261200,95.50024635562328
14444794,261160,261210,86.17704888449686
1598234,280030,261220,387.66375066568474
11783330,270430,261230,130.20559643290522
11783353,270430,261240,171.63346034671704
1598288,280030,261245,465.78740648869825
11783380,270430,261247,335.7613966330196
14444864,261160,261250,146.75122484823166
1598315,280030,261255,493.6107616827509
1598352,280030,261260,382.49229982021063
14444922,261160,261270,114.40661177466671
11087731,250750,261280,289.8739651475296
11783594,270430,261290,97.22710539597301
11783604,270430,261300,148.8640522930662
14445087,261160,261310,158.50007264718496
11783692,270430,261320,111.828262826137
14445220,261160,261330,110.58412069042497
14445229,261160,261340,98.4449654089304
1598684,280030,261350,386.68627841703284
11088017,250750,261360,268.7051880420533
14445288,261160,261370,15.541371020264972
14445408,261160,261380,83.69435468792062
11784023,270430,261390,337.3712112704019
1598945,280030,261400,410.672366372221
11784039,270430,261410,244.81461032175346
14445548,261160,261420,65.5116672218864
8522815,230440,261430,447.93786776677916
14445567,261160,261440,308.971462611504
14445587,261160,261450,98.44481486430684
14445596,261160,261460,297.583299886207
14445602,261160,261470,159.29708856593726
1599039,280030,261480,233.6924362323872
14445617,261160,261485,82.7755844729658
14445655,261160,261500,129.4238629968503
11784222,270430,261510,119.07641565094515
1599138,280030,261520,391.99030439452065
11088479,250750,261530,65.70695679333465
14445744,261160,261540,130.71590786809412
14445753,261160,261550,47.549828073182525
15444773,221100,261560,408.1972198645682
11784312,270430,261570,330.1199343395309
11784332,270430,261580,204.03139744908506
14445811,261160,261590,273.26821284163634
11784474,270430,261600,173.9405261857325
1599393,280030,261610,392.22136403288704
14445964,261160,261618,111.35999160809425
14445965,261160,261620,121.21884690446556
14445973,261160,261630,64.78177912992668
14446021,261160,261640,47.17178209699784
11784573,270430,261650,96.59309120565494
1594250,280030,270030,135.81866878284885
1594337,280030,270040,193.82885640871942
1594433,280030,270050,239.02985620869777
1594436,280030,270060,174.14613285065022
1594482,280030,270070,137.50033085722015
1594502,280030,270080,161.69812246490955
1594514,280030,270090,122.95003136542182
1594573,280030,270100,169.03336561448015
1594666,280030,270110,219.01900000189943
1594781,280030,270120,167.8791914255124
1594819,280030,270130,195.2945523401509
1594858,280030,270135,282.0167207891379
1594876,280030,270140,147.50398081803743
1594891,280030,270150,110.22902518339883
1594924,280030,270160,207.2724515379165
1594976,280030,270170,198.05093864245555
1595064,280030,270180,161.96285609235565
1595161,280030,270190,202.23579593966127
1595218,280030,270200,151.3744426855677
1595234,280030,270210,266.00571870110383
1595295,280030,270220,198.13949096624526
1595350,280030,270230,130.94546465245446
1595364,280030,270235,147.24141892701394
1595457,280030,270240,197.7159479311352
1595507,280030,270250,169.54041273069836
1595639,280030,270255,172.05020887988866
1595679,280030,270260,120.03969082097821
1595688,280030,270270,108.04957843963635
1595712,280030,270280,234.6666199636899
1595829,280030,270290,116.86974533867729
1596004,280030,270300,247.8382959806448
1596058,280030,270310,159.6054134559619
1596072,280030,270320,98.08396875513691
1596128,280030,270330,201.55106334383913
1596392,280030,270340,142.4481694367528
1596403,280030,270350,289.841436426895
1596441,280030,270360,282.956466556376
1596456,280030,270370,138.8162719159081
1596486,280030,270375,152.28856137185412
11085843,250750,270380,244.5203355006092
11085883,250750,270390,216.4433802099843
1596562,280030,270400,128.62388061981787
1596604,280030,270410,124.87868079076105
1596697,280030,270420,143.4055833699088
1596759,280030,270430,200.912000128748
11781876,270430,270440,138.64134918638175
11781930,270430,270450,92.04720714437693
11781942,270430,270460,183.8979354258252
11781954,270430,270470,18.378436512534996
11781967,270430,270480,63.10382201503761
11781918,270430,270490,75.62627354013877
1596913,280030,270500,212.01463136669125
11782032,270430,270510,61.40562202603637
11782062,270430,270520,32.347141710018924
11782077,270430,270530,130.50029206548788
1597082,280030,270540,146.5397060017761
11782234,270430,270550,45.98294544517094
11782420,270430,270560,80.89008783450912
1597357,280030,270570,154.63719330455078
1597358,280030,270580,177.16276817225125
1597360,280030,270590,98.825539606009
1597373,280030,270600,155.14265206918083
11782492,270430,270610,186.5054389477577
1597438,280030,270620,140.40651360449303
11782548,270430,270630,102.6180723878691
1597481,280030,270640,136.2041524955414
1597534,280030,270642,210.15332271937606
11782627,270430,270644,30.19030357879332
11782647,270430,270650,54.83256680921794
11782686,270430,270660,76.84490521569865
1597657,280030,270670,87.16765772484922
1597686,280030,270680,89.0217727339379
11782793,270430,270690,25.092623505768618
11782806,270430,270700,64.68317527015068
1597762,280030,270710,161.57745560491423
11782902,270430,270720,175.02421103465304
11782964,270430,270730,77.6098200718724
11782967,270430,270740,73.42248701999749
1597892,280030,270750,84.36441758662309
11783077,270430,270760,89.23953777070683
11783235,270430,270770,23.849214531809018
11783295,270430,270780,32.613354070169436
11783435,270430,270790,11.893891857931301
11783519,270430,270800,169.15461391221623
11783525,270430,270810,76.33459144724776
1598520,280030,270820,91.4857103003933
11783757,270430,270830,80.50822306175844
1598670,280030,270840,154.18324462141985
11783824,270430,270850,43.147901845848416
11783859,270430,270860,41.76389727187028
11783860,270430,270870,59.469486855311395
11783897,270430,270880,94.95546898298441
11783953,270430,270890,14.439224569219377
1598896,280030,270895,165.62698916246757
11784155,270430,270900,78.31384992705827
11784178,270430,270910,83.1016717818091
11784217,270430,270915,72.84042783458456
1599190,280030,270920,105.45220404234851
11784393,270430,270930,64.56577379882519
11784504,270430,270940,64.84927242881405
1594276,280030,280040,71.88899988598283
1594289,280030,280050,32.74974722373431
1594452,280030,280060,4.006977191714463
1594643,280030,280067,65.45640286160265
1594694,280030,280070,85.06031389276647
1594885,280030,280100,50.38759977007421
1594950,280030,280110,86.43530198277772
1594953,280030,280120,161.00664682460433
1594977,280030,280130,44.72580376896035
1595036,280030,280140,92.78966796271376
1595056,280030,280150,30.618894933562032
1595132,280030,280160,75.57855840216618
1595384,280030,280170,97.58990306761056
1595419,280030,280190,63.25035321805814
1595487,280030,280200,27.224866453062333
1595630,280030,280210,57.44359057954865
1595681,280030,280220,76.89398618293374
1595783,280030,280230,64.1145242880099
1595804,280030,280240,104.19968152627789
1595821,280030,280250,26.707060468680663
1595876,280030,280260,77.42133043057399
1596086,280030,280270,76.92836414603313
1596120,280030,280280,83.2458708074138
1596204,280030,280290,46.65913034044379
1596205,280030,280300,88.1662334367932
1596210,280030,280310,87.30855566337426
1596313,280030,280320,27.71251697023015
1596442,280030,280330,38.5840370591014
1596446,280030,280340,68.73313276361905
1596594,280030,280350,65.6437136941188
1596665,280030,280360,16.876832936193157
1596750,280030,280370,58.58081876512256
1596792,280030,280380,64.9748571915379
1596793,280030,280390,37.19401040173602
1596903,280030,280400,19.922211486974273
1597033,280030,280410,48.20478890053895
1597056,280030,280420,112.10593416543585
1597143,280030,280430,54.901106245502625
1597177,280030,280440,83.97713361987066
1597198,280030,280445,70.96755249128968
1597199,280030,280450,86.2286556907537
1597200,280030,280460,49.1639739846445
1597202,280030,280470,92.50554320611616
1597205,280030,280480,9.197066530611005
1597420,280030,280490,67.93682712047728
1597618,280030,280500,75.73027781705967
1597631,280030,280510,73.52438550131657
1597730,280030,280520,81.1480666191972
1597757,280030,280530,31.271021163981292
1597815,280030,280540,139.91032492073538
1597816,280030,280550,123.52648566105208
1597875,280030,280560,112.90918932298449
1597968,280030,280570,81.0820357517487
1598062,280030,280580,74.65846058792904
1598076,280030,280590,23.936696259648894
1598102,280030,280600,57.97113666923791
1598200,280030,280610,24.568225483254253
1598231,280030,280620,46.976763772737854
1598344,280030,280630,65.2825964522861
1598439,280030,280640,84.86738596067745
1598391,280030,280650,32.565476261130634
1598451,280030,280660,13.389261857973123
1598529,280030,280670,18.5639095315918
1598535,280030,280680,56.229832678444595
1598560,280030,280690,65.8484995608941
1598757,280030,280700,67.76334296497029
1598974,280030,280710,83.22430041455007
1598985,280030,280720,35.11157731029386
1599117,280030,280730,80.73589654027295
1599168,280030,280740,106.05356545250498
1599175,280030,280750,98.89319477305129
1599289,280030,280760,83.42827396840573
1595603,280030,290050,617.5687764745237
1594218,280030,290200,616.9075395618395
1594216,280030,290205,191.1404587268128
1594220,280030,290210,211.41772228341875
1594243,280030,290220,203.58414775774972
1594272,280030,290225,547.1978306672733
1594275,280030,290230,319.6271291153882
1594349,280030,290240,451.7983989462089
1594376,280030,290250,828.3198549348103
1594378,280030,290260,357.33851592862544
1594406,280030,290265,173.64140059772922
1594425,280030,290270,663.7326690508236
1594429,280030,290280,553.1924932215306
1594439,280030,290290,581.6603528732182
1594444,280030,290300,553.2665016905704
1594450,280030,290310,457.56760481402523
1594461,280030,290320,874.6917392525571
1594469,280030,290323,535.8534539556059
1594473,280030,290327,229.74052506612634
1594472,280030,290330,504.7947445975508
1594510,280030,290340,584.2877877774291
1594511,280030,290350,645.8156979611031
1594549,280030,290360,204.7557967457946
1594558,280030,290370,512.994059015979
1594572,280030,290380,431.07734210801397
1594599,280030,290390,737.1443798707212
1594601,280030,290395,536.1325955447118
1594632,280030,290400,555.3802973614535
1594634,280030,290405,472.2838728629182
1594644,280030,290410,651.9997818654492
1594657,280030,290420,652.7358009244412
1594697,280030,290430,384.4231060057743
3919982,530010,290440,562.9581484195642
1594705,280030,290450,618.2813179313302
1594707,280030,290460,619.2434589209674
1594713,280030,290470,511.36130235434314
1594729,280030,290475,717.063849257547
1594739,280030,290480,578.7540297717339
1594741,280030,290485,293.1751857168383
1594759,280030,290490,278.74915558519217
3122185,310620,290500,628.1588062082192
1594787,280030,290510,367.65555336769205
1594789,280030,290515,565.2696996366619
3920076,530010,290520,615.0131839833641
1594793,280030,290530,487.70441273372154
1594809,280030,290540,358.64737829722657
1594829,280030,290550,352.59053325440374
1594834,280030,290560,565.5067777815121
1594835,280030,290570,241.66753413467572
1594838,280030,290580,403.23590138338704
1594878,280030,290590,668.5658659703992
1594890,280030,290600,358.09099064185665
3920209,530010,290610,501.79537400494405
1594927,280030,290620,519.7060521553602
1594931,280030,290630,567.5680583821085
1594932,280030,290640,244.93535376554368
1594933,280030,290650,253.6547237846466
3920221,530010,290660,564.4663043428656
3122342,310620,290670,566.9324128363176
1594957,280030,290680,266.4572828562436
1594964,280030,290682,253.58156071615096
1594980,280030,290685,313.2551807938859
1594986,280030,290687,325.1159661794398
1595011,280030,290689,621.213374857643
3122422,310620,290690,547.8720766222771
1595026,280030,290700,150.0214458144701
3920319,530010,290710,475.82199263865516
1595077,280030,290720,469.6506948959313
1595098,280030,290730,328.7269660008704
3920394,530010,290740,508.0341194137903
1595112,280030,290750,214.74495109182394
1595117,280030,290755,628.0388471598169
1595138,280030,290760,551.0870498878718
1595186,280030,290770,309.76389873403195
1595191,280030,290780,147.63036377368837
1595196,280030,290790,159.7532937594008
1595205,280030,290800,494.5598336679178
3920497,530010,290810,405.60384733161817
1595248,280030,290820,275.24821493646306
1595253,280030,290830,309.6085358064722
1595257,280030,290840,251.98587744276472
1595258,280030,290850,243.22941682785319
1595272,280030,290860,117.24732730489323
3122672,310620,290870,594.2061251227112
1595292,280030,290880,535.6793283699664
1595298,280030,290890,234.97226362268088
3122701,310620,290900,581.8690873737964
3920593,530010,290910,431.91405824658204
1595323,280030,290920,116.16474365192352
3920625,530010,290930,446.04029541050505
3920639,530010,290940,575.8575915376492
1595368,280030,290950,402.82364042178034
1595371,280030,290960,135.56692888898368
3920670,530010,290970,547.2118574994115
1595394,280030,290980,295.2969211655832
1595425,280030,290990,376.8155404110375
1595450,280030,291000,497.24056500142956
1595479,280030,291005,232.19842133456774
1595511,280030,291010,600.7040468960217
1595519,280030,291020,320.18276862243147
1595572,280030,291030,349.5751318819619
3122980,310620,291040,582.2910477161796
1595591,280030,291050,159.57468667954822
1595627,280030,291060,137.09885675299026
1595645,280030,291070,217.41940430946093
3123048,310620,291072,604.5506102844519
1595667,280030,291075,130.43905160520777
3920961,530010,291077,429.8921171480987
1595678,280030,291080,256.0215328727828
1595709,280030,291085,336.4705644898072
1595710,280030,291090,548.719888747981
1595725,280030,291100,521.6098714879984
3921027,530010,291110,605.1013651867456
1595802,280030,291120,409.5461632415668
1595815,280030,291125,301.87513301353164
1595825,280030,291130,596.2930910713842
1595833,280030,291140,217.1785284922708
1595858,280030,291150,460.08583211567696
1595870,280030,291160,285.4455573861923
3123305,310620,291165,632.6489596372642
3921193,530010,291170,579.52744397503
3123345,310620,291180,572.7920388598493
1595975,280030,291185,135.93984454462915
1595996,280030,291190,399.08472000548716
3921298,530010,291200,631.8407266156842
1596015,280030,291210,517.2969426563517
1596017,280030,291220,535.8088169072679
1596018,280030,291230,540.0865758488918
1596021,280030,291240,546.1199111073688
1596022,280030,291250,628.9013894701649
1596024,280030,291260,462.94903129385506
1596032,280030,291270,440.41751346242467
3123432,310620,291280,471.6439305631537
1596036,280030,291290,448.7893292941349
1596039,280030,291300,593.0726218694208
1596042,280030,291310,539.7953536648054
3921330,530010,291320,647.2165789863915
1596053,280030,291330,249.33272806681228
3921343,530010,291340,603.2978017310502
1596071,280030,291345,394.8542121686412
1596075,280030,291350,538.4698291515414
1596091,280030,291360,482.16917404560064
1596126,280030,291370,170.5741201513289
1596146,280030,291380,288.96116585367207
1596150,280030,291390,459.900658165293
1596152,280030,291400,322.0698799663657
1596175,280030,291410,613.4898042208195
1596183,280030,291420,419.1903131815924
1596184,280030,291430,499.11099537573216
1596189,280030,291440,517.1131570816303
1596190,280030,291450,224.133868787747
1596194,280030,291460,524.0200542336097
3123605,310620,291465,591.8736405466134
1596208,280030,291470,395.6603027423437
1596215,280030,291480,493.34659119359617
1596219,280030,291490,429.10577009418193
1596223,280030,291500,482.8696812960247
1596224,280030,291510,482.6702942556114
1596225,280030,291520,480.77514504981815
3123625,310620,291530,623.8383269101685
1596228,280030,291535,582.1840979895911
1596250,280030,291540,551.3687925052549
1596252,280030,291550,487.84401643991816
