,City1,City2,Distance (km)
3125936,310620,316095,205.08848627552763
3125943,310620,316100,100.03098772367707
3125949,310620,316105,294.6823345339778
3923845,530010,316110,328.95993986220833
3125966,310620,316120,141.20067663573275
8878482,520870,316130,357.0673052442131
3125970,310620,316140,198.85832226237554
3125982,310620,316150,160.13878146219292
3125983,310620,316160,209.0978918353434
3125985,310620,316165,290.9594935343872
3125987,310620,316170,265.8071479210406
3125991,310620,316180,97.81825043095398
3125993,310620,316190,59.439004475113066
14581930,330455,316200,270.4989181394894
3125997,310620,316210,231.90236720533218
3126004,310620,316220,281.0558480365125
3126011,310620,316225,343.70416101183764
14581947,330455,316230,301.16323661670503
3923900,530010,316240,419.63047447439743
3923905,530010,316245,423.3382540463952
3126024,310620,316250,139.93820277524094
3126033,310620,316255,192.7464329324078
3126034,310620,316257,318.64162551462715
3126036,310620,316260,195.8923323179155
3923922,530010,316265,374.4649193295467
14744348,292740,316270,460.4693343991708
3126050,310620,316280,194.4299030669693
14581986,330455,316290,154.16144055529463
3126054,310620,316292,39.49207053112196
3126061,310620,316294,264.5539515637241
3126067,310620,316295,23.93096429649103
3126068,310620,316300,257.3029079513733
3126070,310620,316310,69.84925328844143
14582016,330455,316320,247.50145173381188
3126091,310620,316330,310.20417181248126
3126093,310620,316340,127.87456190460391
3126098,310620,316350,223.98824104598043
3126099,310620,316360,227.88425090506576
14582057,330455,316370,209.67235133069227
3126157,310620,316380,154.09262266688822
15252988,355030,316390,267.0937434331586
3126194,310620,316400,149.29421631820395
3126190,310620,316410,221.7064799244812
3924085,530010,316420,311.8779094762588
3126202,310620,316430,257.3121255472876
15253014,355030,316440,177.72023477323665
3126211,310620,316443,61.17077237269602
3126214,310620,316447,208.1480848628758
3126216,310620,316450,248.09296891987879
3126217,310620,316460,119.85457882763419
15253024,355030,316470,293.05717588860364
3126220,310620,316480,104.17605981642238
14582156,330455,316490,198.0232361001991
3126229,310620,316500,126.4574545506674
15253036,355030,316510,309.79857818487227
14582163,330455,316520,226.35993932931112
14582175,330455,316530,185.49463736286887
15253056,355030,316540,127.48541512459806
3126258,310620,316550,206.46744083487064
3126260,310620,316553,26.77492466280242
3126358,310620,316555,317.2064003955735
3126280,310620,316556,114.64239814700571
15253089,355030,316557,115.37222681241752
14582220,330455,316560,126.71108446130827
3126287,310620,316570,141.76268355557596
15253096,355030,316580,159.42896954283734
3126293,310620,316590,230.74892504511087
3126300,310620,316600,116.08299485227765
3126301,310620,316610,143.9855502068306
3126302,310620,316620,130.15516907070705
3126306,310620,316630,163.23067901604554
14582244,330455,316640,175.21036949463428
3126314,310620,316650,189.904921067413
3126318,310620,316660,202.35465001531972
3126324,310620,316670,453.6195654431677
3126323,310620,316680,303.65446256028576
15253140,355030,316690,229.507477835129
3126337,310620,316695,468.52592830772096
14582274,330455,316700,176.7584610814604
3126345,310620,316710,156.88859921259183
3126356,310620,316720,60.218040742425565
3126369,310620,316730,157.74550865506006
15253178,355030,316740,186.45942158803877
14582309,330455,316750,106.100474238515
3126378,310620,316760,201.86940369969844
3126395,310620,316770,205.61090656517155
14582336,330455,316780,212.28728877643093
14582370,330455,316790,172.36275011755293
3126447,310620,316800,490.085211896888
3126468,310620,316805,243.0759708695162
3126477,310620,316810,303.1607739000735
3126478,310620,316820,219.09929582392945
3126484,310620,316830,36.65578814177687
3126500,310620,316840,212.54883910646288
3126511,310620,316850,139.061858668696
3126524,310620,316860,341.6113664143445
3126562,310620,316870,138.8180682480238
3126564,310620,316880,135.90657935378317
3126566,310620,316890,236.06213778596646
3126570,310620,316900,170.02684415631967
15253377,355030,316905,140.7505559756355
15253378,355030,316910,92.06440720582428
3126576,310620,316920,227.34777108373865
3126601,310620,316930,241.27095230646563
3126607,310620,316935,235.0007904845535
3126610,310620,316940,231.30722761440063
3126633,310620,316950,259.69110705421963
8879155,520870,316960,219.6337211038937
3126655,310620,316970,318.26592855313845
15253468,355030,316980,204.25689830295875
3126666,310620,316990,169.56682449015278
3924552,530010,317000,341.5057351258369
3126671,310620,317005,192.955466505244
8879190,520870,317010,368.0352671277899
8879191,520870,317020,268.94303259680265
3126690,310620,317030,460.1303129898762
3924580,530010,317040,127.31238278065273
8879214,520870,317043,335.9240994748984
3924599,530010,317047,182.96196213258938
3126718,310620,317050,133.56269968344466
3924607,530010,317052,237.7330480881228
3126751,310620,317057,174.23351191270754
3126753,310620,317060,259.286068303778
14745066,292740,317065,491.18536514317225
3126759,310620,317070,241.0892240242094
3126761,310620,317075,279.3776997472037
3126768,310620,317080,270.79920792499513
3924661,530010,317090,417.69323002834165
3924663,530010,317100,267.98413068272487
3924678,530010,317103,462.72452773570285
3126796,310620,317107,306.497831688947
8879312,520870,317110,346.2246119470905
3126798,310620,317115,173.8539607246415
3126801,310620,317120,24.675771123677613
3126814,310620,317130,144.51067042271092
3126819,310620,317140,205.46785022431342
3124321,310620,317150,257.04129344176414
3126839,310620,317160,383.385974714701
14582775,330455,317170,205.262175337812
3126841,310620,317180,177.02055400338665
3126842,310620,317190,233.33884071298183
3126844,310620,317200,167.1375901201082
14582797,330455,317210,144.49661881677326
15253676,355030,317220,171.29024922320173
1594225,280030,320060,1048.735204316091
1594342,280030,320070,1196.6219305620846
1594381,280030,320080,1046.7342821466548
1594434,280030,320090,964.4378603904676
3121953,310620,320100,409.8811103965871
3122007,310620,320110,270.35289384987976
3122082,310620,320115,276.06503389689544
3122176,310620,320120,310.52231119869197
3122431,310620,320130,368.6526239685283
3122493,310620,320140,294.3710923294267
3122620,310620,320150,347.6880502756512
3122645,310620,320160,463.7863890547101
3122655,310620,320170,284.7974470615477
3122890,310620,320180,246.0252184775924
3122924,310620,320190,344.73803718722155
3122933,310620,320200,234.32140371292115
3122959,310620,320210,367.0377995191246
3123190,310620,320220,367.85954417469736
3123267,310620,320225,373.3490521336008
3123294,310620,320230,253.4948298533634
3123339,310620,320240,366.45221381449244
3123404,310620,320245,255.0897892834328
3123427,310620,320250,371.67228566382516
3123440,310620,320255,246.17680263384102
3123454,310620,320260,339.0404211057367
3123597,310620,320265,243.2336194531657
3123626,310620,320270,320.9297188012234
3123686,310620,320280,344.90757626408174
3123724,310620,320290,319.0640416284885
3123771,310620,320300,254.65781697198273
3123813,310620,320305,418.954368678627
3123893,310620,320310,281.84977319844677
3123913,310620,320313,370.72370608782074
3124059,310620,320316,299.4882761447944
3124104,310620,320320,408.48459168970624
3124224,310620,320330,316.33008349295847
3124248,310620,320332,345.3386965230916
3124264,310620,320334,344.53789266526474
3124279,310620,320335,358.34350735584434
3124384,310620,320340,296.327153296609
3124448,310620,320350,423.3104265827663
3124526,310620,320360,411.00712186520093
3124538,310620,320370,269.22244123946183
3124540,310620,320380,292.7350371534562
3124705,310620,320390,392.6755968716796
3124876,310620,320400,330.9293059850869
3125036,310620,320405,453.81124640664046
3125136,310620,320410,423.632287377569
3125189,310620,320420,348.97710099108366
3125247,310620,320425,407.0487985313921
3125344,310620,320430,327.6445084852661
3125507,310620,320435,382.71003084277595
14581486,330455,320440,326.7607115472341
3125734,310620,320450,355.8290284333004
3125756,310620,320455,332.8664562764981
3125797,310620,320460,347.9883861474407
3125942,310620,320465,355.98325194994237
3125980,310620,320470,368.9885470687033
14582021,330455,320480,262.7999676346431
3126146,310620,320490,446.92786514369993
3126203,310620,320495,342.9847265865614
3126311,310620,320500,378.84744856185546
3126406,310620,320501,409.1494534736766
3126752,310620,320503,314.87253720487877
3126780,310620,320506,295.0771149512099
3126805,310620,320510,362.2271127433149
3126831,310620,320515,377.09582120176555
3126834,310620,320517,384.99491956875784
3126835,310620,320520,382.9498215435957
3126852,310620,320530,380.00448960655467
1594269,280030,330020,1442.6064337637686
1594285,280030,330022,1413.2865937563872
1594304,280030,330023,1412.8006728517598
1594311,280030,330025,1441.419534390867
1594446,280030,330030,1472.7455555119686
1594455,280030,330040,1498.4100054581959
1594507,280030,330045,1479.7410710192662
3121987,310620,330050,294.20704921787495
3122006,310620,330060,271.0536527900027
3122147,310620,330070,385.14835998234224
3122172,310620,330080,313.3736712549271
3122248,310620,330090,278.60118311547717
3122415,310620,330093,344.9495827368916
3122640,310620,330095,248.15179280427105
3122310,310620,330100,340.41673411127107
3122358,310620,330110,281.4274617519239
3122427,310620,330115,297.291752444919
3122446,310620,330120,263.3289292423726
3122483,310620,330130,336.9236066430591
3122651,310620,330140,322.3093222093135
3122699,310620,330150,285.79608410784084
3122951,310620,330160,279.33771243845416
3122956,310620,330170,326.1683480469027
3122987,310620,330180,294.59651088981263
3123313,310620,330185,307.56785956268334
3123473,310620,330187,371.0458487518093
3123613,310620,330190,335.0824636918749
3123628,310620,330200,328.7545283200466
3123652,310620,330205,286.58787305958305
3123674,310620,330210,274.79426925853016
3123688,310620,330220,256.83682556882553
3123731,310620,330225,294.4203591273899
3123842,310620,330227,305.1796524640242
3124039,310620,330230,236.5546464426758
3124145,310620,330240,352.92126788344035
3124165,310620,330245,288.48958579621285
3124178,310620,330250,319.8554907385601
3124212,310620,330260,339.2618345870828
3124277,310620,330270,355.19546353162707
3124361,310620,330280,291.40149998228554
3124369,310620,330285,325.2491975953564
3124376,310620,330290,286.9678392003834
3124396,310620,330300,245.94742879321777
3124562,310620,330310,239.38957009584854
3124584,310620,330320,326.15510402986104
3124591,310620,330330,341.38834145733927
3124643,310620,330340,301.6096200028629
3124650,310620,330350,320.05803200868314
3124885,310620,330360,300.79167220143137
3124892,310620,330370,258.2137398738468
3124924,310620,330380,377.23551456412133
3124973,310620,330385,285.00676863331705
3125084,310620,330390,300.0026653681611
3125131,310620,330395,289.9910558179298
3125150,310620,330400,301.4888977948493
3125255,310620,330410,228.2196360108436
3125290,310620,330411,281.406265196061
3125382,310620,330412,279.49573526167956
3125391,310620,330414,313.756673983635
3125405,310620,330415,352.8603656800295
3125447,310620,330420,289.83404616005487
3125509,310620,330430,339.9789374326373
3125517,310620,330440,313.2302784993076
3125522,310620,330450,253.66961205374645
3125523,310620,330452,355.138234835391
3125526,310620,330455,342.24314817417616
14581699,330455,330460,162.2450856602825
14581800,330455,330470,185.0153462586561
14581899,330455,330475,268.49081207633907
14581891,330455,330480,204.06597549875988
14581921,330455,330490,16.98193520334902
14581942,330455,330500,263.2381565312969
14581957,330455,330510,21.320871711740086
14582015,330455,330513,214.79137181969568
14582046,330455,330515,88.90732347015698
14582114,330455,330520,112.72575636107112
14582148,330455,330530,152.69610745386788
14582187,330455,330540,106.22662273868188
14582189,330455,330550,70.73064278748862
14582245,330455,330555,55.72617593061789
14582300,330455,330560,87.20230305076088
14582356,330455,330570,110.1778468702391
14582397,330455,330575,52.7335310807957
14582465,330455,330580,59.83473406484486
14582527,330455,330590,150.11841171103933
14582547,330455,330600,88.57537043343562
14582675,330455,330610,91.0697686389236
3126763,310620,330615,242.32686289424117
14582712,330455,330620,74.0764215321585
14582798,330455,330630,102.05372831252934
1594215,280030,350275,1749.7091423126274
1594219,280030,350280,1829.0922744289724
1594224,280030,350290,1791.5607322604237
1594246,280030,350300,1535.364278504322
1594247,280030,350310,1861.0463010348574
1594249,280030,350315,1524.6299265867556
1594262,280030,350320,1691.7587741850632
1594263,280030,350330,1680.2367495319952
1594281,280030,350335,1869.3977094543861
1594286,280030,350340,1765.833011206392
1594292,280030,350350,1530.0581346043257
1594293,280030,350360,1796.4372438206603
1594302,280030,350370,1694.0335184607125
1594320,280030,350380,1683.5894585856943
1594322,280030,350390,1699.7954696348884
1594326,280030,350395,1787.005809779894
1594329,280030,350400,1928.0896182325173
1594341,280030,350410,1689.8161553580517
1594350,280030,350420,1804.846226607624
1594357,280030,350430,1807.052729537814
1594358,280030,350440,1805.9425306096134
1594359,280030,350450,1849.6075899327247
1594370,280030,350460,1727.1130078590936
1594382,280030,350470,1790.3149078656204
1594393,280030,350480,1726.6729857012842
1594397,280030,350490,1519.301484128759
1594408,280030,350500,1936.6993558256213
1594419,280030,350510,1792.7587950867935
1594424,280030,350520,1756.1812118123225
1594427,280030,350530,1774.6325265492899
1594438,280030,350535,1966.8282979693693
1594451,280030,350540,1956.178284121255
1594466,280030,350550,1631.1611873272475
1594467,280030,350560,1645.2524057585836
1594478,280030,350570,1744.1521284861374
1594479,280030,350580,1901.4770258473698
1594483,280030,350590,1579.5180724129123
1594486,280030,350600,1801.1111889325527
1594488,280030,350610,1652.279948965008
3121923,310620,350620,732.5887724902436
3121930,310620,350630,669.3070664887646
3121933,310620,350635,493.85725688045443
3121944,310620,350640,701.1779031526827
3121946,310620,350650,685.2264128858766
3121947,310620,350660,461.7860184070052
3121955,310620,350670,518.0854930788853
3121975,310620,350680,537.4253469253578
3121983,310620,350690,571.7999763117913
3121984,310620,350700,539.6910574113527
3122012,310620,350710,444.61450101673927
3122023,310620,350715,727.1245757146982
3122044,310620,350720,734.5422614592771
3122045,310620,350730,563.9980611144827
3122048,310620,350740,567.9630019662143
3122050,310620,350745,600.7105285093617
3122054,310620,350750,572.6603382283205
3122063,310620,350760,433.2502722895584
3919962,530010,350770,683.8811115217449
3919972,530010,350775,644.3584226489728
3122102,310620,350780,406.61393032205575
3122103,310620,350790,508.9950054278564
3122117,310620,350800,647.2372383447544
3920003,530010,350810,632.6521824620085
3122132,310620,350820,396.37831543824984
3122149,310620,350830,628.5442603334875
3122150,310620,350840,502.5606550052689
3122153,310620,350850,399.5963849446835
3122171,310620,350860,326.5823336564038
3122183,310620,350870,334.9736266263699
3122194,310620,350880,626.7995172019512
3920082,530010,350890,775.537050391602
3122207,310620,350900,481.3660477682986
3920094,530010,350910,797.5013073210926
3122210,310620,350920,489.64310672357766
3122213,310620,350925,688.1862577600082
3122217,310620,350930,519.8057719679877
3122221,310620,350940,382.7946461100664
3122263,310620,350945,622.8944024932263
3122270,310620,350950,465.2909406276839
3122296,310620,350960,471.2043967872748
3122309,310620,350970,357.38648446163734
4941184,500270,350980,535.4696370464391
3122322,310620,350990,701.0916915907463
3122328,310620,350995,331.4254097698056
4941210,500270,351000,507.5779633572068
3122341,310620,351010,514.4718052016333
4941223,500270,351015,575.4903336291165
3122369,310620,351020,644.7722126539958
3122378,310620,351030,558.2252808359325
3122398,310620,351040,504.8957126835601
3122408,310620,351050,439.3319277321107
3122416,310620,351060,501.9984338288988
4941296,500270,351070,493.1255357179203
3122474,310620,351080,387.9801821724725
3122487,310620,351090,369.81810963816173
4941365,500270,351100,330.1340606398636
3122500,310620,351110,543.156804179086
3122507,310620,351120,549.7181057294837
4941398,500270,351130,560.1792223246828
4941415,500270,351140,633.4600142640702
3122546,310620,351150,535.803618573514
3122555,310620,351160,556.1919753074227
3122574,310620,351170,492.63342386967025
4941472,500270,351190,450.85722764429863
3122622,310620,351200,489.1161834243684
3920514,530010,351210,495.4616095816671
3122664,310620,351220,431.505602666009
3122665,310620,351230,545.89948504525
3122700,310620,351240,463.7363494119727
4941582,500270,351250,462.23621736673806
4941594,500270,351260,652.1568139945483
3122745,310620,351270,461.51628715680295
3122750,310620,351280,454.69861445191054
4941621,500270,351290,504.9250520059824
3122755,310620,351300,513.7987888564743
3122766,310620,351310,426.6781551114995
3122773,310620,351320,368.8456521506729
4941666,500270,351330,471.42320706948004
3122798,310620,351340,315.157851652473
3122808,310620,351350,512.1429335524514
3122819,310620,351360,367.5135647831469
7261809,410690,351370,425.72835230084326
7261816,410690,351380,329.94683259240895
4941754,500270,351385,419.0371244234782
3122891,310620,351390,351.15331221925686
7261845,410690,351400,443.09894515529754
7261846,410690,351410,351.0487898038138
4941778,500270,351420,430.64670586173366
7261885,410690,351430,381.0019302307496
4941819,500270,351440,341.3150541107886
7261896,410690,351450,334.4490799415849
3122954,310620,351460,446.401160929382
7261904,410690,351470,345.56971232025427
7261910,410690,351480,152.55412390644747
7261914,410690,351490,326.81702183873034
7261916,410690,351492,473.0154399552591
7261920,410690,351495,495.6640954604334
7261921,410690,351500,313.4518722380496
7261922,410690,351510,304.3419636328986
4941847,500270,351512,360.7053149262989
7261931,410690,351515,387.4382532081419
3123024,310620,351518,387.3014810905724
7261971,410690,351519,303.7164424487453
4941906,500270,351520,440.7351841828573
4941911,500270,351530,381.4755945912276
4941915,500270,351535,314.9987556672695
7262009,410690,351540,226.88373438263955
4941966,500270,351550,457.2110441832932
7262041,410690,351560,465.5787931905129
7262043,410690,351565,341.1023615746728
7262044,410690,351570,359.6657191973435
4941984,500270,351580,363.411493521582
4941987,500270,351590,466.895476237474
4942003,500270,351600,381.4254582460701
7262080,410690,351610,318.048313537232
3123161,310620,351620,369.40991844373485
7262116,410690,351630,348.97859474429936
7262120,410690,351640,346.8342661868669
4942062,500270,351650,439.494085284688
7262140,410690,351660,348.9962484842681
7262150,410690,351670,358.8013312052257
4942081,500270,351680,463.481090720509
7262161,410690,351685,406.0128029207033
4942091,500270,351690,444.6674902021075
7262171,410690,351700,408.58532153007377
7262177,410690,351710,459.32855135483055
7262243,410690,351720,426.06721198419643
7262244,410690,351730,395.6405613481291
8875814,520870,351740,416.28083287711
8875826,520870,351750,456.98244940762197
7262258,410690,351760,155.6282791031863
3123318,310620,351770,410.8298223717807
4942190,500270,351780,361.20355208150573
8875836,520870,351790,425.1801698317522
8875848,520870,351800,393.5059434467912
7262283,410690,351810,393.405361933757
4942213,500270,351820,423.57732436002965
7262290,410690,351830,395.7898914982976
3123346,310620,351840,347.8588546456614
7262295,410690,351850,252.67373617019237
7262296,410690,351860,463.6007717058376
7262299,410690,351870,342.8462131034113
7262301,410690,351880,352.4390299980755
7262303,410690,351885,454.08845904377637
4942240,500270,351890,413.4156837348316
7262321,410690,351900,396.7265792510263
7262328,410690,351905,382.24953899811106
7262332,410690,351907,353.1604128330623
7262338,410690,351910,393.2270776850876
7262340,410690,351920,421.982611783037
7262343,410690,351925,283.87734691940017
7262348,410690,351930,406.200416411295
7262370,410690,351940,482.20103921286284
7262380,410690,351950,300.6511968340438
7262385,410690,351960,409.71870721755846
7262390,410690,351970,284.49188092350545
8875966,520870,351980,406.2342050147179
7262402,410690,351990,357.82053358461775
7262405,410690,352000,331.4612344542433
3123461,310620,352010,399.46528643817277
7262414,410690,352020,399.8095444973902
7262421,410690,352030,190.04515871326237
7262435,410690,352040,435.3075792668589
7262430,410690,352042,189.98437077573132
4942358,500270,352044,342.47254101153504
7262457,410690,352050,333.0995094501183
4942384,500270,352060,398.6784087406314
8876032,520870,352070,381.8134469962639
4942404,500270,352080,407.6652236432757
7262489,410690,352090,265.21239007144334
7262492,410690,352100,279.6888591283092
7262493,410690,352110,367.2719695184532
8876065,520870,352115,441.546614325702
7262510,410690,352120,114.63567258574167
3123566,310620,352130,430.58616629430037
7262524,410690,352140,361.5984262859954
7262532,410690,352150,460.9076520088535
4942457,500270,352160,362.7409738384328
7262552,410690,352170,173.44367955404965
7262580,410690,352180,222.87574500978175
7262593,410690,352190,457.1633424041849
7262594,410690,352200,384.59541417575764
7262613,410690,352210,285.8054378618669
7262619,410690,352215,96.67037855386359
7262628,410690,352220,308.445204073582
7262637,410690,352230,237.8873443787301
7262638,410690,352240,164.92845201183295
7262640,410690,352250,314.5563060627722
3123697,310620,352260,411.08975481494724
7262647,410690,352265,94.75908271924855
7262653,410690,352270,427.8170226221266
7262656,410690,352280,191.98333697604411
7262662,410690,352290,358.6957510131416
4942587,500270,352300,325.8994935707058
7262665,410690,352310,365.5418403853678
7262672,410690,352320,145.95072231296444
7262674,410690,352330,245.90144474139743
7262679,410690,352340,363.72746056254664
7262682,410690,352350,265.66503972893673
7262697,410690,352360,381.3188373055548
3123752,310620,352370,352.94348691507554
3123755,310620,352380,375.90964890998157
7262703,410690,352390,312.8317803298075
7262710,410690,352400,336.877670688905
3123769,310620,352410,406.14027712736095
8876298,520870,352420,453.9792465502715
7262732,410690,352430,473.2196124016283
7262739,410690,352440,408.9837302493285
8876310,520870,352450,467.5423992482187
7262751,410690,352460,150.0956640522242
7262766,410690,352470,380.45119944979933
8876340,520870,352480,420.5915740764969
3123826,310620,352490,414.10988320682577
7262779,410690,352500,318.4449572653764
3123864,310620,352510,417.9505669841411
7262813,410690,352520,363.8747732652988
7262823,410690,352530,354.9066237061088
3123892,310620,352540,385.2879629137341
7262851,410690,352550,410.8773866238468
7262862,410690,352560,384.4958619690823
7262875,410690,352570,487.2329562622108
7262899,410690,352580,382.70157050631803
7262900,410690,352585,299.3805753522778
7262905,410690,352590,345.34134241551095
4942832,500270,352600,352.1158533661759
7262911,410690,352610,204.92381965625736
7262912,410690,352620,277.51984764788415
3124034,310620,352630,376.55128525782465
7263009,410690,352640,300.52967831682747
4942942,500270,352650,381.35615800379594
3124076,310620,352660,312.5652384159849
7263025,410690,352670,407.7630368328733
7263028,410690,352680,316.69205761707536
7263039,410690,352690,369.67410640483763
3124100,310620,352700,405.0366198676411
7263051,410690,352710,419.68216639180645
3124115,310620,352720,337.3694704946107
4942987,500270,352725,461.5672540778516
7263064,410690,352730,349.9658381933757
4942990,500270,352740,400.0524903003932
7263068,410690,352750,333.51132351643184
3124125,310620,352760,440.25334602951983
7263080,410690,352770,430.4167251953219
7263083,410690,352780,338.8298698222496
7263085,410690,352790,361.32854808968455
7263099,410690,352800,329.4616760970501
8876670,520870,352810,463.6240975820619
8876672,520870,352820,396.9061355265236
8876692,520870,352830,451.7310684375461
7263127,410690,352840,296.5977779402341
7263128,410690,352850,357.8307197300739
7263155,410690,352860,268.4726376517733
4943101,500270,352870,332.26198339688096
7263179,410690,352880,343.01862694818936
7263192,410690,352885,462.8637553763136
4943145,500270,352890,387.6475130785493
7263228,410690,352900,362.8513453246541
4943155,500270,352910,396.34699409025814
4943169,500270,352920,404.9726707272215
7263261,410690,352930,434.2456628378418
7263291,410690,352940,343.99156713187864
7263309,410690,352950,472.98010195924735
8876881,520870,352960,419.534580264408
8876883,520870,352965,392.47283178580085
8876892,520870,352970,409.6266641361026
7263337,410690,352980,344.4891945597178
7263341,410690,352990,221.83730630233768
8876908,520870,353000,377.56712510057645
4943277,500270,353010,374.31281421828953
4943282,500270,353020,348.31779035784325
8876929,520870,353030,460.0823241739032
8876931,520870,353040,437.65699957498015
3124423,310620,353050,363.64939768342447
7263374,410690,353060,376.39502710290236
7263375,410690,353070,413.3592834755445
7263376,410690,353080,406.7379357550901
7263382,410690,353090,326.57376104442983
8876953,520870,353100,471.3018366832338
7263386,410690,353110,305.14756890774146
7263403,410690,353120,401.8436019649475
7263405,410690,353130,468.4983214792637
8876975,520870,353140,456.36413695402535
8876977,520870,353150,473.8492408376098
4943338,500270,353160,331.81225221749395
3124480,310620,353170,392.19853882306944
7263419,410690,353180,338.9990634416797
3124501,310620,353190,440.30855851010256
7263460,410690,353200,377.77269283980064
7263464,410690,353205,449.19792411167833
4943417,500270,353210,353.79555043134195
7263499,410690,353215,370.7399837778752
4943427,500270,353220,387.8702444075706
3124563,310620,353230,415.62014634814597
7263517,410690,353240,382.9723538054426
8877094,520870,353250,463.8438920886852
8877096,520870,353260,453.1723179919371
8877103,520870,353270,472.96245434641594
8877121,520870,353280,482.0156606220939
7263569,410690,353282,148.7993518893723
4943496,500270,353284,383.67826639408565
4943499,500270,353286,446.99919067638496
7263585,410690,353290,411.2078358670572
8877160,520870,353300,427.6522303841361
4943517,500270,353310,325.2561954969933
4943522,500270,353320,334.34196147458084
8877225,520870,353325,479.8770652196199
4943531,500270,353330,456.7038076067112
7263615,410690,353340,354.8583150953851
7263668,410690,353350,439.72929333729473
3124745,310620,353360,408.2290543546918
7263694,410690,353370,338.19144918578013
7263699,410690,353380,275.43024676624606
8877277,520870,353390,451.89877931965384
8877289,520870,353400,435.6498992375997
7263722,410690,353410,372.7546867347648
8877292,520870,353420,389.2452039088026
3124781,310620,353430,422.41945728306774
7263733,410690,353440,326.58405192236404
7263734,410690,353450,360.352393195331
4943660,500270,353460,416.8527340830374
7263742,410690,353470,278.14675825021214
8877326,520870,353475,387.3516020514227
4943677,500270,353480,325.11835289595365
4943684,500270,353490,370.52097850793126
8877353,520870,353500,412.1957274755035
7263794,410690,353510,484.2230833570581
4943724,500270,353520,402.874892620531
7263814,410690,353530,308.4240058877914
4943748,500270,353540,305.16194166491425
7263836,410690,353550,359.9547592509609
3124894,310620,353560,426.266325230205
8877411,520870,353570,484.15003377375507
7263859,410690,353580,232.68631389907722
8877430,520870,353590,404.96855022047436
4943791,500270,353600,424.3682555480073
7263875,410690,353610,275.13398276787615
7263883,410690,353620,160.478912346272
8877453,520870,353625,409.93183715174393
3124971,310620,353630,359.0301246639439
4943853,500270,353640,306.1803672869173
7263930,410690,353650,365.9926676353204
7263935,410690,353657,316.3963706834494
8877508,520870,353660,372.0225286417491
7263950,410690,353670,344.75594764584
7263953,410690,353680,409.0533453061385
8877536,520870,353690,405.94997296303126
3125027,310620,353700,372.78870409999473
7263974,410690,353710,382.8125921811431
7263977,410690,353715,328.2998475086884
7263983,410690,353720,240.9878239842496
7264000,410690,353730,452.94542611418825
4943935,500270,353740,366.8155543532955
7264012,410690,353750,291.2380584944753
7264022,410690,353760,259.4300425174867
4943956,500270,353770,437.0937431770123
7264040,410690,353780,265.61509552314556
7264050,410690,353790,237.551031439974
3125113,310620,353800,370.9171290530025
7264063,410690,353810,472.2221837950746
7264073,410690,353820,399.70446301843015
4944012,500270,353830,340.074116375462
3125144,310620,353850,327.0598097274537
7264091,410690,353860,394.99697886452833
7264094,410690,353870,340.7693365949344
7264099,410690,353880,247.2864605882996
7264101,410690,353890,380.86617262889894
7264104,410690,353900,485.5070919088701
7264113,410690,353910,321.270285178511
4944038,500270,353920,382.41595369638327
7264117,410690,353930,424.20343145071445
7264119,410690,353940,334.43799454067005
3125184,310620,353950,463.8723863604487
8877713,520870,353960,488.54370444132746
7264149,410690,353970,323.95214776710526
7264150,410690,353980,362.12965574210074
8877736,520870,353990,459.3293728016603
7264171,410690,354000,379.8266373063824
7264173,410690,354010,409.30260271141606
3125231,310620,354020,446.1934897581965
4944105,500270,354025,427.55919025318184
8877761,520870,354030,390.4530874101149
8877766,520870,354040,386.5043151728924
7264199,410690,354050,275.1226715977784
7264227,410690,354060,302.4282678401353
3125282,310620,354070,428.15452426316295
3125304,310620,354075,353.04377291706936
8877821,520870,354080,484.5664245161729
4944183,500270,354085,399.0411913383749
3125317,310620,354090,460.1858525937529
7264265,410690,354100,328.06978847813195
7264273,410690,354105,296.37254324500674
7264276,410690,354110,369.5445701317529
4944201,500270,354120,362.64897050209004
4944207,500270,354130,299.45481655053055
4944221,500270,354140,383.4551622283495
4944225,500270,354150,329.35725990640583
7264312,410690,354160,436.11433489104775
7264321,410690,354165,265.70328185281096
7264325,410690,354170,381.78503234358834
7264338,410690,354180,414.92370255585814
3125393,310620,354190,304.5104823480696
7264347,410690,354200,387.3435206569008
7264364,410690,354210,320.351768535968
7264366,410690,354220,391.7286902347117
3125434,310620,354230,408.5943217559588
4944309,500270,354240,396.52109481637905
7264386,410690,354250,392.32570226132253
7264387,410690,354260,176.02348378113416
3125454,310620,354270,378.9854543844074
7264426,410690,354280,89.30931769498287
7264431,410690,354290,388.55840344556765
7264432,410690,354300,142.58138736508116
3125489,310620,354310,387.1872718563054
7264439,410690,354320,300.2606675083634
4944364,500270,354323,349.15483467358854
7264441,410690,354325,172.30388201880203
7264442,410690,354330,346.19127121022484
3125497,310620,354340,427.9064726468869
7264517,410690,354350,177.63447977375938
3125502,310620,354360,366.46552649441946
7264449,410690,354370,442.87734141057723
4944374,500270,354380,429.4391415588913
7264464,410690,354390,378.2248628913312
7264470,410690,354400,332.45572575935
14581477,330455,354410,339.2191541771132
8878082,520870,354420,369.6456835568171
4944466,500270,354425,287.0909697637207
14581538,330455,354430,215.7949688385445
4944476,500270,354440,416.098747431186
4944479,500270,354450,378.96218281448006
7264562,410690,354460,441.4942439312887
4944491,500270,354470,412.5877090631477
7264570,410690,354480,453.9009090504553
